,Startup_name,Status,Hype_score,Risk_score,Basic_Review,InvRating,Post-ICO,Raised,ICO_start_date,ICO_end_date,ICO_token_supply,Hard_cap_size,Registration_Country,Ticker,Type,Additional_Token_Emission,Accepted_Currencies,Pre-sale_start_date,Pre-sale_end_date,Registration_Year,Pre-sale_token_supply,Soft_cap,Country_Limitations,ICO_Platform,Dev_rating,T_Utility_token,T_Cryptocurrency,T_Security,Roi_ETH,USD_cap,ROI_coin,Chek,Error,Trends,ROI_coin_up,ROI_coin_down
1138,V-ID,4.0,2.0,,0.0,,Votefor...,0,2018-09-15,2018-12-15,50000000.0,,Netherlands,VIDT,Utility-token,0.0,3.0,2018-09-15,2018-10-15,,12000000.0,1000000USD (fiat),7.0,,0.0,1.0,0.0,0.0,,1961565.43958,-23.3154,1.0,,0.0,,-23.3154
1139,Talentchain,4.0,1.0,,0.0,,Votefor...,0,2018-09-15,2018-11-16,,15000000.0,,TTO,Utility-token,0.0,3.0,,,,,2000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1140,Authpaper,4.0,1.0,,0.0,,Votefor...,0,2018-09-15,2018-12-15,140000000.0,41500000.0,Hong Kong,AUPC,Utility-token,0.0,1.0,2018-08-15,2018-09-14,,20000000.0,1000000USD (fiat),5.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1141,RenaissanceEngineering,4.0,1.0,,0.0,,Votefor...,0,2018-09-15,2018-11-15,,5000000.0,,RE,Utility-token,0.0,,,,,,1000000USD (fiat),,,0.0,1.0,0.0,0.0,,240185919.92200002,1385.59,1.0,,0.26330635937301433,1385.59,
1142,Astoria,4.0,1.0,,0.0,,Votefor...,0,2018-09-14,2018-10-14,40000000.0,,Singapore,APC,Utility-token,0.0,1.0,2018-07-16,2018-09-14,,25000000.0,,,,0.0,1.0,0.0,0.0,,8379.06162457,-87.6496,1.0,,1.4736942235781962,,-87.6496
1143,MatchDiary(MDR),4.0,0.0,3.0,0.0,,Votefor...,0,2018-09-14,2018-11-30,210000000.0,,,MDR,Utility-token,0.0,1.0,2018-08-03,2018-09-07,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1144,Safemining,4.0,1.0,,0.0,,Votefor...,0,2018-09-14,2018-10-14,,1000000.0,,SM2,Utility-token,0.0,1.0,2018-08-14,2018-09-14,,,100000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1145,AirgeadCoin,4.0,2.0,,0.0,,Votefor...,0,2018-09-14,2018-12-14,80000000.0,,Ireland,AED,Utility-token,0.0,3.0,2018-07-31,2018-09-14,,,,2.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1146,Dogefather,4.0,0.0,,0.0,,Votefor...,0,2018-09-14,2018-10-15,,755.0,,DGTR,Cryptocurrency,0.0,,,,,,200ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1147,AERGO,4.0,3.0,2.0,0.0,,Votefor...,29000000,2018-09-13,2018-10-07,,32000000.0,,AERGO,,0.0,2.0,,,,,,,,0.0,1.0,0.0,0.0,,24767961.0115,102.06299999999999,1.0,,,102.06299999999999,
1148,August927,4.0,1.0,,0.0,,Votefor...,0,2018-09-13,2018-12-25,,9720000.0,Singapore,AUGUST,Utility-token,0.0,1.0,2018-07-14,2018-08-18,,,1800000USD (fiat),5.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1149,GlobalTech,4.0,1.0,,0.0,,Votefor...,0,2018-09-12,2018-12-10,90000000.0,,,GTH,Utility-token,0.0,3.0,2018-08-15,2018-09-11,,20000000.0,10000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1150,Safinus,4.0,2.0,2.0,0.0,,Votefor...,0,2018-09-12,2018-11-12,,6000000.0,,SAF,Utility-token,0.0,1.0,2018-01-23,2018-02-14,,,,,,0.0,1.0,0.0,0.0,,8274142.472019997,2379.25,1.0,,0.012865574640228134,2379.25,
1151,ECOS,4.0,2.0,3.0,0.0,,Votefor...,0,2018-09-11,2018-10-31,385000000.0,38500000.0,Estonia,ECOS,Utility-token,0.0,1.0,2018-04-02,2018-05-31,2017.0,77000000.0,3000000,,,0.0,1.0,0.0,0.0,,3993492.32089,64.9429,1.0,,0.0,64.9429,
1152,Sansox,4.0,2.0,,0.0,,Votefor...,76102,2018-09-11,2018-10-10,200000000.0,10000000.0,Finland,AQUA,Utility-token,0.0,4.0,2018-08-27,2018-09-10,2012.0,,500000USD (fiat),3.0,,0.0,1.0,0.0,0.0,,198317.600278,9299.02,1.0,,,9299.02,
1153,Gridcube,4.0,1.0,,0.0,,Votefor...,0,2018-09-11,2018-11-11,,,,GPT,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,,286358.261048,25.2934,1.0,,,25.2934,
1154,GlobeCas,4.0,1.0,,0.0,,Votefor...,0,2018-09-11,2018-10-24,9000000000.0,50000000.0,,GCT,Utility-token,0.0,4.0,2018-07-03,2018-08-15,,,5000000USD (fiat),3.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1155,EXMOCoin,4.0,3.0,2.0,0.0,,Votefor...,0,2018-09-10,2018-10-10,295000000.0,300000000.0,United Kingdom,EXO,Security,0.0,5.333333333333333,,,2014.0,,,,,0.0,1.0,0.0,0.0,,176746.08997899995,427.03,1.0,,0.013469625950860344,427.03,
1156,SETOKEN,4.0,1.0,3.0,0.0,,Votefor...,0,2018-09-10,2018-09-22,350000000.0,,,SET,Utility-token,0.0,1.0,2018-03-26,2018-07-30,,,350ETH,,,0.0,1.0,0.0,0.0,,235405.44649699997,-16.4986,1.0,,,,-16.4986
1157,Xtribe,4.0,2.0,,0.0,,Votefor...,0,2018-09-10,2018-11-10,700000000.0,10384000.0,Switzerland,XRBT,Utility-token,0.0,1.0,2018-08-09,2018-09-09,,,2000ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1158,BackpackTravel,4.0,3.0,,0.0,,Votefor...,0,2018-09-10,2018-09-20,400000000.0,8990400.0,,BP,Utility-token,0.0,1.0,,,,,5000ETH,,,0.0,1.0,0.0,0.0,,5290437.931480002,-74.1084,1.0,,0.3976273350743515,,-74.1084
1159,HouseAfrica,4.0,2.0,,0.0,,Votefor...,0,2018-09-10,2018-10-09,250000000.0,,,HAF,Cryptocurrency,0.0,,2018-08-01,2018-08-31,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1160,P2PS(P2PS),4.0,3.0,2.0,0.0,,Votefor...,0,2018-09-10,2018-12-31,50000000.0,50000000.0,,P2PS,Utility-token,0.0,4.0,2017-12-15,2018-02-28,,,750000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1161,BehaviourExchange,4.0,1.0,,0.0,,Votefor...,1200000,2018-09-10,2018-10-10,270000000.0,21000000.0,Malta,BEX,Utility-token,0.0,4.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,0.027303187615986404,,
1162,AIVON,4.0,2.0,,0.0,,Votefor...,0,2018-09-10,2018-10-10,350000000.0,18000000.0,,AVO,Utility-token,1.0,2.0,,,,,,1.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1163,ARAW,4.0,3.0,2.0,0.0,,Votefor...,9601000,2018-09-10,2019-02-15,,35000000.0,,ARAW,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,,276569.621385,127.75,1.0,,,127.75,
1164,Kinesis,4.0,3.0,,0.0,,Votefor...,59278000,2018-09-10,2019-03-17,,,Cayman Islands,KVT,Cryptocurrency,0.0,4.0,2018-02-14,2018-09-09,,,,,,0.0,0.0,1.0,0.0,,,,1.0,,3.6295801487185897,,
1165,Foresting,4.0,1.0,,0.0,,Votefor...,22734000,2018-09-10,2018-10-10,9600000000.0,,Singapore,PTON,Utility-token,0.0,1.0,,,2018.0,,,3.0,,0.0,1.0,0.0,0.0,,11913483.1276,-50.51,1.0,,,,-50.51
1166,LunarLink,4.0,1.0,3.0,0.0,,Votefor...,0,2018-09-10,2018-10-10,6000000.0,,,LNL,Utility-token,0.0,1.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1167,MyCryptoBank,4.0,3.0,,0.0,,Votefor...,0,2018-09-10,2019-01-31,,100000000.0,Estonia,MCB,Utility-token,0.0,6.0,2018-07-16,2018-08-16,,,3000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1168,FurtherNetwork,4.0,2.0,,0.0,,Votefor...,0,2018-09-09,2018-10-07,4200000000.0,12500000.0,,ATON,Utility-token,0.0,5.333333333333333,2018-08-05,2018-09-09,,100.0,1000000USD (fiat),8.0,,0.0,1.0,0.0,0.0,,371725.368622,-97.7693,1.0,,0.09729048082914583,,-97.7693
1169,BitCEO(BCEO),4.0,1.0,,0.0,,Votefor...,0,2018-09-09,2018-10-10,1085000000.0,10857500.0,,BCEO,Utility-token,0.0,1.0,2018-07-31,2018-08-31,,175000000.0,4000ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1170,Osmium,4.0,3.0,,0.0,,Votefor...,0,2018-09-09,2018-10-30,210000000.0,,Serbia,OiCOiN,Utility-token,0.0,2.0,2018-08-26,2018-09-08,,,,,,0.0,0.0,1.0,0.0,,,,1.0,,,,
1171,DAEX,4.0,2.0,,0.0,,Votefor...,0,2018-09-09,2018-10-09,,,,DAX,,0.0,,,,,,,,,0.16667,1.0,0.0,0.0,,3120073.3096,-94.9605,1.0,,0.4806423442068413,,-94.9605
1172,HealthFX,4.0,2.0,,0.0,,Votefor...,0,2018-09-08,2018-09-30,800000000.0,38000000.0,Singapore,HFX,Utility-token,0.0,2.0,2018-07-14,2018-07-29,,110000000.0,,,,0.0,0.0,0.0,1.0,,,,1.0,,,,
1173,YuTu.Coin,4.0,0.0,3.0,0.0,,Votefor...,0,2018-09-08,2018-10-13,250000000.0,,United States,YTC,Utility-token,0.0,1.0,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,,,,
1174,Attrace,4.0,2.0,,0.0,,Votefor...,3620000,2018-09-08,2018-10-27,300000000.0,6000000.0,Netherlands,ATTR,Utility-token,0.0,1.0,2018-06-21,2018-07-05,,200000000.0,2000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,0.1033736713141169,,
1175,TheAclydProject,4.0,1.0,,0.0,,Votefor...,0,2018-09-07,2018-10-31,85000000.0,10202600.0,,ACLYD,Utility-token,0.0,3.0,2018-08-24,2018-09-07,,60000000.0,500000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1176,Footstar,4.0,1.0,,0.0,,Votefor...,0,2018-09-07,2018-12-31,,,,FTST,Utility-token,0.0,3.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1177,Twecrypto,4.0,0.0,,0.0,,Votefor...,0,2018-09-07,2018-09-25,,,,TCT,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,,24324736.0192,-44.8804,1.0,,,,-44.8804
1178,Xaya,4.0,4.0,2.0,0.0,,Votefor...,2080254,2018-09-07,2018-10-12,119500000.0,15000000.0,Malta,CHI,Utility-token,0.0,3.333333333333333,2018-03-23,2018-05-18,,75000000.0,2888250USD (fiat),,,0.0,0.0,0.0,1.0,,,,1.0,1.0,0.7117406588206899,,
1179,LancerNetwork,4.0,1.0,,0.0,,Votefor...,3876520,2018-09-07,2018-11-29,880000000.0,8000000.0,,LNW,Utility-token,0.0,1.0,2018-07-07,2018-09-06,,200000000.0,800000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1180,NEOFinance,4.0,1.0,,0.0,,Votefor...,0,2018-09-06,2018-09-30,410000000.0,61000000.0,,NEF,Utility-token,0.0,1.0,2018-08-22,2018-09-05,,200000000.0,23000000USD (fiat),,,0.0,0.0,1.0,0.0,,,,1.0,,,,
1181,SportsLedger,4.0,3.0,,0.0,,Votefor...,0,2018-09-06,2018-10-11,250000000.0,36827000.0,,SPSL,Utility-token,0.0,1.0,2018-08-23,2018-09-06,,198000000.0,11640ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1182,GLEDOS,4.0,3.0,2.0,0.0,,Votefor...,0,2018-09-06,2018-10-04,108000000.0,18500000.0,Slovenia,GLX,Utility-token,0.0,1.0,2018-09-04,2018-09-06,,,3500000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1183,DEFACTO,4.0,1.0,,0.0,,Votefor...,0,2018-09-06,2019-01-04,102400000.0,,United Kingdom,VOICE,Utility-token,0.0,2.0,2018-08-17,2018-09-06,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1184,Cereal,4.0,2.0,,0.0,,Votefor...,0,2018-09-06,2018-11-06,,9500000.0,,CRL,Utility-token,0.0,7.333333333333332,2018-08-06,2018-09-06,,,2000000USD (fiat),8.0,,0.14286,1.0,0.0,0.0,,,,1.0,,,,
1185,SaveEnvironmentToken,4.0,3.0,3.0,0.0,,Votefor...,0,2018-09-05,2018-11-03,17000000.0,36000000.0,,SET,Cryptocurrency,0.0,1.0,2018-05-01,2018-05-31,,6000000.0,5000000,12.0,,0.0,1.0,0.0,0.0,,235405.44649699997,-16.4986,1.0,,0.09606114686366653,,-16.4986
1186,Gese,4.0,2.0,3.0,0.0,,Votefor...,0,2018-09-05,2018-10-04,,10886200.0,,GESE,Utility-token,0.0,2.0,2018-06-26,2018-07-10,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1187,Neluns,4.0,2.0,,0.0,,Votefor...,136000000,2018-09-05,2018-10-05,200000000.0,112000000.0,United States,NLS,Security,0.0,1.0,2018-08-15,2018-09-05,,,10000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,0.2367327459826404,,
1188,Bitdepositary,4.0,1.0,,0.0,,Votefor...,25000000,2018-09-05,2018-10-01,630000000.0,50000000.0,Malta,BDT,Utility-token,0.0,8.333333333333334,2018-08-15,2018-08-29,,,1000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,0.03277094888454171,,
1189,Pigzbe,4.0,3.0,2.0,0.0,,Votefor...,8850000,2018-09-05,2018-10-31,135000000.0,8850000.0,Switzerland,WLO,Utility-token,0.0,1.0,,,2018.0,,2850000USD (fiat),3.0,,0.0,1.0,0.0,0.0,,1306082.54143,-58.9434,1.0,,1.6378582385549811,,-58.9434
1190,Bablos,4.0,0.0,4.0,0.0,,Votefor...,3657654,2018-09-05,2018-11-30,1700000.0,3802510.0,,BABLOS,Security,0.0,1.0,,,,,2000ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1191,Qovar,4.0,1.0,3.0,0.0,,Votefor...,0,2018-09-05,2018-09-20,,,,QC,,0.0,,,,,,,,,0.0,1.0,0.0,0.0,,5130727.27128,368.259,1.0,,,368.259,
1192,Talketh,4.0,1.0,,0.0,,Votefor...,0,2018-09-05,2018-12-31,25000000.0,36015000.0,Switzerland,VOX,Utility-token,0.0,3.0,,,,,,15.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1193,REMLoyalty,4.0,2.0,,0.0,,Votefor...,0,2018-09-04,2018-10-31,,,,REM,Utility-token,0.0,1.0,,,,,,,,1.0,1.0,0.0,0.0,,3693460.0582800005,-78.3884,1.0,,0.9447573268045464,,-78.3884
1194,PresaleVentures,4.0,2.0,,0.0,,Votefor...,0,2018-09-04,2018-10-04,24000000.0,,Belize,EVENT,Utility-token,0.0,1.0,,,,,,5.0,,0.0,1.0,0.0,0.0,,507768.5931140001,-89.5524,1.0,,0.06477187733732236,,-89.5524
1195,AITrading,4.0,1.0,,0.0,,Votefor...,0,2018-09-04,2018-10-28,88888888.0,27796800.0,United Kingdom,AITT,Utility-token,0.0,5.0,2018-06-12,2018-07-05,,,7296660USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1196,MetabaseNetwork,4.0,2.0,,0.0,,Votefor...,0,2018-09-04,2018-11-02,,41840000.0,Hong Kong,META,,0.0,2.0,2018-06-05,2018-08-17,,,624000USD (fiat),,,0.0,1.0,0.0,0.0,,31581867.7615,54.2854,1.0,,0.6378773710660867,54.2854,
1197,TrigID,4.0,2.0,,0.0,,Votefor...,0,2018-09-03,2018-10-31,31000000.0,30000000.0,British Virgin Islands,ID,Utility-token,0.0,,2018-06-01,2018-09-02,2018.0,,,2.0,,0.0,1.0,0.0,0.0,,1397625.24639,-99.0336,1.0,,,,-99.0336
1198,Meerkat,4.0,1.0,,0.0,,Votefor...,0,2018-09-03,2018-10-07,7000000000.0,,,MCT,Utility-token,0.0,1.0,2018-08-20,2018-09-02,2018.0,,,,,0.0,1.0,0.0,0.0,,,-86.0223,1.0,,,,-86.0223
1199,Zenome,4.0,1.0,,0.0,,Votefor...,662000,2018-09-03,2018-09-17,3500000.0,1150000.0,Belize,ZNA,Utility-token,0.0,2.0,2017-10-17,2017-10-24,,353173.0,350000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1200,ZetoChain,4.0,3.0,2.0,0.0,,Votefor...,0,2018-09-03,2018-09-28,150000000.0,15000000.0,,ZETO,Utility-token,0.0,1.0,2018-04-30,2018-07-09,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1201,GNY,4.0,2.0,,0.0,,Votefor...,0,2018-09-03,2018-10-29,2000000.0,,,GNY,Utility-token,0.0,4.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1202,Triffic,4.0,2.0,,0.0,,Votefor...,0,2018-09-03,2018-09-30,75000000.0,,British Virgin Islands,GPS,Utility-token,0.0,6.0,2018-07-02,2018-08-12,,,100000USD (fiat),2.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1203,CyberCups,4.0,1.0,3.0,0.0,,Votefor...,0,2018-09-03,2018-10-03,91000000.0,,,CCUP,Utility-token,0.0,2.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1204,CryptoLeaf,4.0,1.0,,0.0,,Votefor...,500000,2018-09-03,2018-10-01,40000000.0,8616160.0,Ireland,CLF,Utility-token,0.0,1.0,2018-07-23,2018-08-12,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,0.0,,
1205,SLEECOIN,4.0,1.0,,0.0,,Votefor...,226712,2018-09-03,2018-10-04,400000000.0,17356800.0,United Kingdom,SLEE,Utility-token,0.0,2.0,2018-07-09,2018-08-06,2018.0,,578560,,,0.0,0.0,1.0,0.0,,,,1.0,,0.004601800454427795,,
1206,Rudrcoin,4.0,1.0,,0.0,,Votefor...,0,2018-09-03,2018-12-31,23520000.0,3634000.0,India,RC,Utility-token,0.0,3.0,,,,,,1.0,,0.0,1.0,0.0,0.0,,15055380.3878,-52.6085,1.0,,1.9187391034736951,,-52.6085
1207,Dominium,4.0,2.0,,0.0,,Votefor...,0,2018-09-03,2018-12-31,700000000.0,109000000.0,Netherlands,DOM,Utility-token,0.0,10.0,,,,,3000000USD (fiat),,,0.0,1.0,0.0,0.0,,1656897.73785,-94.3141,1.0,,0.4507146699540044,,-94.3141
1208,IGT-CRYPTO,4.0,1.0,,0.0,,Votefor...,1664444,2018-09-03,2018-12-29,12600000.0,12600000.0,Ireland,IGT,Utility-token,0.0,1.0,,,,,1000000,,,0.0,1.0,0.0,0.0,,195468.269635,-52.5838,1.0,,0.0019869215291750506,,-52.5838
1209,RethenFoundation,4.0,1.0,,0.0,,Votefor...,0,2018-09-03,2018-09-20,10000000000.0,,United States,RTH2,Utility-token,0.0,1.0,,,2018.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1210,Follor,4.0,1.0,,0.0,,Votefor...,0,2018-09-02,2018-11-20,,,,OLLO,,0.0,,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,,,,
1211,XELS,4.0,2.0,,0.0,,Votefor...,0,2018-09-02,2018-10-31,1871550000.0,,Japan,XELS,Utility-token,0.0,1.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1212,Legionphy,4.0,0.0,3.0,0.0,,Votefor...,0,2018-09-02,2018-09-25,6000000.0,,,LNY,,0.0,1.0,,,2018.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1213,CreditorDataPlatform,4.0,2.0,,0.0,,Votefor...,250000,2018-09-02,2018-10-16,1700000000.0,20000000.0,,CDPT,Utility-token,0.0,10.0,2018-07-31,2018-08-30,,,2000000,5.0,,0.0,1.0,0.0,0.0,,,,1.0,,0.0,,
1214,Plasmium,4.0,0.0,3.0,0.0,,Votefor...,0,2018-09-02,2018-09-10,125000000.0,827988.0,,PLSM,Utility-token,0.0,1.0,,,,,,3.0,,0.02381,1.0,0.0,0.0,,,,1.0,,,,
1215,EraSwap,4.0,2.0,,0.0,,Votefor...,218304,2018-09-02,2018-12-31,390000000.0,6237930.0,,EST,Utility-token,0.0,1.0,,,,,,,,0.0,1.0,0.0,0.0,,,-87.2066,1.0,,0.7895249142693459,,-87.2066
1216,StreamPay,4.0,1.0,,0.0,,Votefor...,0,2018-09-01,2019-01-31,50000000.0,,Estonia,STPY,Utility-token,0.0,1.0,2018-06-30,2018-08-31,,,100000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1217,OriginReporting,4.0,1.0,4.0,0.0,,Votefor...,0,2018-09-01,2018-09-30,,,,OMT,,0.0,,2018-07-15,2018-08-31,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1218,Vantum,4.0,1.0,,0.0,,Votefor...,0,2018-09-01,2018-10-30,10500000.0,,,VNT,Utility-token,0.0,1.0,2018-07-24,2018-08-29,,2625000.0,2000ETH,,,0.0,1.0,0.0,0.0,,2433383.41438,-18.5561,1.0,,,,-18.5561
1219,TrustLogics,4.0,2.0,,0.0,,Votefor...,0,2018-09-01,2018-09-25,234973535.0,16000000.0,,TLT,Utility-token,0.0,4.0,2018-06-25,2018-08-20,,,2000000,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1220,Payperblock,4.0,1.0,,0.0,,Votefor...,0,2018-09-01,2018-09-30,4500000000.0,10000000.0,United Kingdom,PAYB,Utility-token,0.0,3.0,2018-08-01,2018-08-31,2018.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1221,OutoftheCloud,4.0,1.0,,0.0,,Votefor...,0,2018-09-01,2018-09-30,400000000.0,70000000.0,United States,OUT,Utility-token,0.0,1.0,2018-08-01,2018-08-31,,300000000.0,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1222,GoodsDigitalPassport,4.0,1.0,4.0,0.0,,Votefor...,0,2018-09-01,2018-09-30,85000000.0,8141000.0,,GDP,Utility-token,0.0,1.0,2018-08-01,2018-08-30,,,1000ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1223,GoodsDigitalPassport,4.0,1.0,4.0,0.0,,Votefor...,0,2018-09-01,2018-09-30,85000000.0,8141000.0,,GDP,Utility-token,0.0,1.0,2018-08-01,2018-08-30,,,1000ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1224,Nortonchain,4.0,2.0,,0.0,,Votefor...,0,2018-09-01,2018-11-05,250000000.0,,,NRT,Utility-token,0.0,4.0,2018-08-01,2018-08-31,,250000000.0,5000000USD (fiat),2.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1225,TimeMoney,4.0,2.0,,0.0,,Votefor...,0,2018-09-01,2018-11-30,156000000.0,14400000.0,,TMY,Utility-token,0.0,5.0,,,,,2400000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1226,ImmortalBusinessAssets,4.0,1.0,,0.0,,Votefor...,0,2018-09-01,2018-09-30,147000000.0,,,IBA,Utility-token,0.0,,2018-07-01,2018-08-31,,,,5.0,,0.0,1.0,0.0,0.0,,8083.6793531,193.71099999999998,1.0,,,193.71099999999998,
1227,Primary(PRY),4.0,1.0,3.0,0.0,,Votefor...,0,2018-09-01,2019-02-28,,,Switzerland,PRY,Utility-token,0.0,3.0,2018-08-01,2018-08-31,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1228,Briastorm(BST),4.0,1.0,4.0,0.0,,Votefor...,0,2018-09-01,2019-01-31,770000000.0,12000000.0,,BST,Utility-token,0.0,1.0,2018-06-27,2018-08-31,,5000000.0,8000000USD (fiat),,,0.0,1.0,0.0,0.0,,1302698.9412,3675.05,1.0,,0.004287971112615663,3675.05,
1229,EtherAce,4.0,0.0,4.0,0.0,,Votefor...,0,2018-09-01,2018-10-01,100000000.0,5200000.0,Switzerland,ACED,Security,0.0,1.0,2018-07-24,2018-07-31,,,866ETH,2.0,,0.0,1.0,0.0,0.0,1.24,31791.0830903,-93.1627,1.0,,,,-93.1627
1230,EtherAce,4.0,0.0,4.0,0.0,,Votefor...,0,2018-09-01,2018-10-01,100000000.0,5200000.0,Switzerland,ACED,Security,0.0,1.0,2018-07-24,2018-07-31,,,866ETH,2.0,,0.0,1.0,0.0,0.0,1.24,31791.0830903,-93.1627,1.0,,,,-93.1627
1231,eByte,4.0,2.0,,0.0,,Votefor...,0,2018-09-01,2018-09-30,970200.0,6978000.0,,EBYTE,Utility-token,0.0,1.0,2018-06-01,2018-06-30,,280000.0,2000ETH,2.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1232,CyphrCoin,4.0,2.0,,0.0,,Votefor...,0,2018-09-01,2018-11-30,9000000000.0,400000000.0,Saint Kitts and Nevis,CYFR,Utility-token,0.0,4.0,,,,,,,,0.0,0.0,0.0,1.0,,,,1.0,,,,
1233,Eventa,4.0,1.0,,0.0,,Votefor...,0,2018-09-01,2018-10-01,30000000000.0,30000000.0,,EVTA,Utility-token,0.0,5.0,2018-07-15,2018-08-13,,,3000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1234,ResortLandCoin,4.0,2.0,,0.0,,Votefor...,0,2018-09-01,2018-09-30,,5815000.0,Brazil,RLCX,Utility-token,0.0,1.0,2018-07-13,2018-08-13,,,10000ETH,,,0.0,0.0,1.0,0.0,,,,1.0,,,,
1235,Radio,4.0,2.0,,0.0,,Votefor...,0,2018-09-01,2018-11-01,200000000.0,,,RDO,Utility-token,0.0,1.0,2018-03-28,2018-06-19,,100000000.0,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1236,Radio,4.0,2.0,,0.0,,Votefor...,0,2018-09-01,2018-11-01,200000000.0,,,RDO,Utility-token,0.0,1.0,2018-03-28,2018-06-19,,100000000.0,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1237,GameLootNetwork,4.0,3.0,,0.0,,Votefor...,0,2018-09-01,2018-10-01,,,United States,LOOT,Utility-token,0.0,1.0,,,,,5000000,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1238,Greenblock,4.0,1.0,4.0,0.0,,Votefor...,0,2018-09-01,2018-12-30,,50000000.0,,GBK,Utility-token,0.0,3.0,2018-06-30,2018-08-31,,,5000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
1239,IViN,4.0,1.0,,0.0,,Votefor...,0,2018-09-01,2018-12-01,300000000.0,,Estonia,IVIN,Utility-token,0.0,1.0,2018-07-01,2018-08-15,,100000000.0,,2.0,,0.0,0.0,1.0,0.0,,,,1.0,,,,
1240,Dimagna(LOCK),4.0,1.0,4.0,0.0,,Votefor...,0,2018-09-01,2018-09-30,,,,LOCK,,0.0,,2018-06-01,2018-06-30,,,,,,0.0,1.0,0.0,0.0,,10933715.6309,5.47924,1.0,,,5.47924,
1241,Bitsive,4.0,1.0,4.0,0.0,,Votefor...,0,2018-09-01,2019-02-02,68000000.0,10000000.0,,SIV,Utility-token,0.0,2.0,2018-07-09,2018-08-30,,21000000.0,500000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
