,Startup_name,Status,Hype_score,Risk_score,Basic_Review,InvRating,Post-ICO,Raised,ICO_start_date,ICO_end_date,ICO_token_supply,Hard_cap_size,Registration_Country,Ticker,Type,Additional_Token_Emission,Accepted_Currencies,Pre-sale_start_date,Pre-sale_end_date,Registration_Year,Pre-sale_token_supply,Soft_cap,Country_Limitations,ICO_Platform,Dev_rating,T_Utility_token,T_Cryptocurrency,T_Security,Roi_ETH,USD_cap,ROI_coin,Chek,Error,Trends,ROI_coin_up,ROI_coin_down
2476,WeevoCity,4.0,1.0,,0.0,,Votefor...,0,2018-04-26,2018-06-25,1100000000.0,22941000.0,,WEE,Utility-token,0.0,1.0,2018-03-26,2018-04-25,,,20000ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2477,Intimate,4.0,2.0,,0.0,,Votefor...,12500000,2018-04-26,2018-06-07,60000000.0,,,ITM,Utility-token,0.0,1.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2478,Cryptoya,4.0,1.0,,0.0,,Votefor...,0,2018-04-26,2018-06-21,350000000.0,,,CRA,Utility-token,0.0,5.0,2018-03-26,2018-04-25,,100000000.0,,,,0.0,0.0,0.0,1.0,,96073.890417,-91.0481,1.0,,,,-91.0481
2479,AgriChain,4.0,1.0,,0.0,,Votefor...,0,2018-04-26,2018-07-31,,,Australia,AGRI,Utility-token,0.0,3.0,2018-03-13,2018-03-28,,,,4.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2480,FLOGmall,4.0,2.0,2.0,0.0,,Votefor...,0,2018-04-26,2018-06-26,137000000.0,18000000.0,,MLC,Utility-token,0.0,2.0,2018-02-22,2018-03-29,,35000000.0,5000000,,,0.0,1.0,0.0,0.0,,669953.443541,-95.1269,1.0,,0.029370506566351283,,-95.1269
2481,Exaking,4.0,1.0,,0.0,,Votefor...,0,2018-04-25,2018-05-23,686000000.0,25965400.0,,EXA,Utility-token,0.0,1.0,2018-04-08,2018-04-19,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2482,Thorium,4.0,1.0,3.0,0.0,,Votefor...,0,2018-04-25,2018-05-25,,,,THOR,Utility-token,0.0,1.0,,,,,,,,0.0,1.0,0.0,0.0,,69868334.1887,3691.93,1.0,,,3691.93,
2483,DRCGcoin,4.0,1.0,3.0,0.0,,Votefor...,0,2018-04-25,2018-07-31,65000000.0,,,DRCG,Utility-token,0.0,3.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2484,WallStreetCoin(WSC),4.0,1.0,,0.0,,Votefor...,0,2018-04-25,2018-06-20,,,,WSC,,0.0,,2018-03-28,2018-04-24,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2485,LivingOffset,4.0,1.0,3.0,0.0,,Votefor...,0,2018-04-25,2018-05-25,,20000000.0,Ireland,LOFF,Utility-token,0.0,4.0,2018-04-04,2018-04-18,,,1500000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2486,ODINToken,4.0,2.0,3.0,0.0,,Votefor...,0,2018-04-25,2018-06-17,130000000.0,20000000.0,Switzerland,ODIN,Utility-token,0.0,1.0,,,,,,,,1.0,1.0,0.0,0.0,,,,1.0,,,,
2487,Faxport,4.0,1.0,,0.0,,Votefor...,190000,2018-04-25,2018-05-24,50000000.0,30000000.0,Seychelles,FAS,Utility-token,0.0,2.0,2018-03-30,2018-04-18,,40000000.0,2700000USD (fiat),3.0,,0.0,0.0,1.0,0.0,,,,1.0,,,,
2488,BunnyToken,4.0,2.0,2.0,0.0,,Votefor...,8488950,2018-04-25,2018-05-25,700000000.0,,Seychelles,BUNNY,Utility-token,0.0,1.0,2018-03-13,2018-04-24,2018.0,,,4.0,,0.0,1.0,0.0,0.0,,32543.9102398,-92.2423,1.0,,0.3212075630069172,,-92.2423
2489,BunnyToken,4.0,2.0,2.0,0.0,,Votefor...,8488950,2018-04-25,2018-05-25,700000000.0,,Seychelles,BUNNY,Utility-token,0.0,1.0,2018-03-13,2018-04-24,2018.0,,,4.0,,0.0,1.0,0.0,0.0,,32543.9102398,-92.2423,1.0,,0.3212075630069172,,-92.2423
2490,MaxiMine,4.0,2.0,,0.0,,Votefor...,0,2018-04-25,2018-06-25,8000000000.0,13764600.0,Singapore,MXM,Utility-token,0.0,1.0,,,,,,,,0.0,1.0,0.0,0.0,,105773784.62,948.632,1.0,,,948.632,
2491,Rentything,4.0,1.0,2.0,0.0,,Votefor...,0,2018-04-25,2018-05-23,35000000.0,2019540.0,,RTC,Utility-token,0.0,1.0,2018-02-28,2018-03-28,,,350ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2492,Korona(KoronaToken),4.0,2.0,2.0,0.0,,Votefor...,0,2018-04-25,2018-05-24,120000000.0,,Switzerland,KoronaToken,Utility-token,0.0,1.0,,,,,3500ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2493,Dynatiq,4.0,1.0,3.0,0.0,,Votefor...,100000,2018-04-25,2018-06-09,10000000.0,2966900.0,,DTQ,Utility-token,0.0,2.0,,,,,1000ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,0.0,,
2494,HIUToken,4.0,1.0,4.0,0.0,,Votefor...,0,2018-04-24,2018-04-26,800000000.0,17925300.0,,HIE,Security,0.0,1.0,2018-04-20,2018-04-24,,,750ETH,1.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2495,ironBankNetwork,4.0,1.0,,0.0,,Votefor...,0,2018-04-24,2018-06-15,70340000.0,,,IRON,Utility-token,0.0,1.0,,,,,,,,0.0,0.0,1.0,0.0,,,,1.0,,,,
2496,Ovato,4.0,2.0,,0.0,,Votefor...,0,2018-04-24,2018-06-28,16000000.0,30350000.0,Singapore,OVT,Cryptocurrency,0.0,4.333333333333333,2018-04-02,2018-04-23,2018.0,1000000.0,,1.0,,0.0,0.0,1.0,0.0,,,,1.0,,,,
2497,Ovato,4.0,2.0,,0.0,,Votefor...,0,2018-04-24,2018-06-28,16000000.0,30350000.0,Singapore,OVT,Cryptocurrency,0.0,4.333333333333333,2018-04-02,2018-04-23,2018.0,1000000.0,,1.0,,0.0,0.0,1.0,0.0,,,,1.0,,,,
2498,Bionic,4.0,1.0,,0.0,,Votefor...,0,2018-04-24,2018-05-24,300000000.0,6000000.0,,BNC,Utility-token,0.0,1.0,,,,,2000000,,,1.18333,1.0,0.0,0.0,,17733.164941599996,-77.2864,1.0,,,,-77.2864
2499,BestMeta,4.0,2.0,2.0,0.0,,Votefor...,0,2018-04-23,2018-06-15,40000000.0,22000000.0,Gibraltar,BMT,Utility-token,0.0,4.0,2018-04-01,2018-04-22,,,5000000USD (fiat),3.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2500,BACE,4.0,1.0,2.0,0.0,,Votefor...,0,2018-04-23,2018-05-28,100000000.0,32000000.0,Switzerland,BACE,Utility-token,0.0,1.0,2018-04-02,2018-04-16,,10000000.0,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2501,B2AND(B2C),4.0,2.0,,0.0,,Votefor...,0,2018-04-23,2018-05-22,65000000.0,6408400.0,Estonia,B2C,Utility-token,0.0,1.0,,,,,1000ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2502,HTFx,4.0,1.0,,0.0,,Votefor...,0,2018-04-23,2018-07-04,5700000.0,329503.0,Belize,HTF,Cryptocurrency,0.0,9.666666666666666,2018-04-18,2018-04-22,2014.0,3000000.0,,7.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2503,HTFx,4.0,1.0,,0.0,,Votefor...,0,2018-04-23,2018-07-04,5700000.0,329503.0,Belize,HTF,Cryptocurrency,0.0,9.666666666666666,2018-04-18,2018-04-22,2014.0,3000000.0,,7.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2504,Flora,4.0,2.0,,0.0,,Votefor...,1224803,2018-04-23,2018-05-25,,,,FIC,Utility-token,0.0,1.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2505,Adosia,4.0,1.0,,0.0,,Votefor...,0,2018-04-23,2018-06-11,6400000000.0,,United States,ADO,Utility-token,0.0,1.0,2018-04-16,2018-04-22,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2506,marketLIST,4.0,1.0,,0.0,,Votefor...,0,2018-04-23,2018-06-23,,31770100.0,,LIST,Security,0.0,1.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2507,DeskBellChain,4.0,1.0,,0.0,,Votefor...,0,2018-04-23,2018-05-14,93000000.0,67649100.0,Estonia,DBT,Utility-token,0.0,1.0,2018-03-26,2018-04-09,2017.0,7000000.0,23000ETH,4.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2508,ZPER,4.0,2.0,2.0,0.0,,Votefor...,23211600,2018-04-23,2018-05-23,2200000000.0,27696500.0,,ZPR,Utility-token,0.0,1.0,,,,,5000ETH,,,0.0,1.0,0.0,0.0,0.33,3495172.23676,-83.3572,1.0,,1.992488056013644,,-83.3572
2509,Iamhero,4.0,1.0,2.0,0.0,,Votefor...,0,2018-04-22,2018-05-21,500000000.0,4946780.0,United States,IAHC,Utility-token,0.0,3.0,2018-03-21,2018-04-21,2017.0,,,,,0.0,0.0,1.0,0.0,,,,1.0,,,,
2510,Tesoro,4.0,1.0,,0.0,,Votefor...,5000000,2018-04-22,2018-05-22,40000000.0,,,ORO,Security,0.0,1.0,2018-03-22,2018-04-21,,10000000.0,,,,0.0,1.0,0.0,0.0,,150529.902919,-64.6619,1.0,,,,-64.6619
2511,Thorentium,4.0,0.0,3.0,0.0,,Votefor...,0,2018-04-22,2018-05-22,40500000.0,,Thailand,XTRT,Utility-token,0.0,3.0,2018-02-22,2018-03-22,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2512,BlockFollow,4.0,1.0,,0.0,,Votefor...,0,2018-04-22,2018-04-22,60000000.0,11183900.0,,BFN,Utility-token,0.0,1.0,2018-02-24,2018-03-10,,7500000.0,525ETH,7.0,,0.0,0.0,1.0,0.0,,,,1.0,,,,
2513,DogRacing,4.0,1.0,3.0,0.0,,Votefor...,0,2018-04-22,2018-05-22,212062500.0,5831640.0,,DGR,Utility-token,0.0,1.0,2018-04-20,2018-04-21,,,500ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2514,VendEx,4.0,2.0,3.0,0.0,,Votefor...,0,2018-04-21,2018-05-06,120000000.0,10920000.0,,VEND,Utility-token,0.0,2.0,2018-04-03,2018-04-15,,,2520000USD (fiat),3.0,,0.2,0.0,0.0,1.0,,,,1.0,,,,
2515,VendEx,4.0,2.0,3.0,0.0,,Votefor...,0,2018-04-21,2018-05-06,120000000.0,10920000.0,,VEND,Utility-token,0.0,2.0,2018-04-03,2018-04-15,,,2520000USD (fiat),3.0,,0.2,0.0,0.0,1.0,,,,1.0,,,,
2516,Fenix.Cash(FENIX.CASH),4.0,2.0,2.0,0.0,,Votefor...,14967790,2018-04-21,2018-05-21,72000000.0,,,FENIX.CASH,Utility-token,0.0,2.333333333333333,2018-03-21,2018-04-06,,,,5.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2517,Eclipse,4.0,2.0,3.0,0.0,,Votefor...,0,2018-04-21,2018-07-05,750000000.0,50000000.0,,ECP,Utility-token,0.0,3.0,2018-03-27,2018-04-21,,,10000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2518,Earthmedz,4.0,2.0,,0.0,,Votefor...,0,2018-04-20,2018-05-18,150000000.0,20000000.0,,ETD,Utility-token,0.0,2.0,,,,,3000000,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2519,Tejcky,4.0,0.0,4.0,0.0,,Votefor...,0,2018-04-20,2018-10-19,60000000.0,,United Kingdom,TKY,Utility-token,0.0,4.0,,,2018.0,,,,,0.0,1.0,0.0,0.0,0.06,13891031.9421,-90.098,1.0,,0.005421689609651607,,-90.098
2520,Tejcky,4.0,0.0,4.0,0.0,,Votefor...,0,2018-04-20,2018-10-19,60000000.0,,United Kingdom,TKY,Utility-token,0.0,4.0,,,2018.0,,,,,0.0,1.0,0.0,0.0,0.06,13891031.9421,-90.098,1.0,,0.005421689609651607,,-90.098
2521,XSEARCH,4.0,2.0,3.0,0.0,,Votefor...,0,2018-04-20,2018-05-30,,9749600.0,,XSE,Utility-token,0.0,1.0,2018-04-05,2018-04-20,,,,,,0.0,0.0,0.0,1.0,,,,1.0,,,,
2522,ClairetyInc.(RELY),4.0,1.0,,0.0,,Votefor...,0,2018-04-20,2018-05-20,34000000.0,,,RELY,,0.0,6.0,2018-03-20,2018-04-19,,,,,,1.0,1.0,0.0,0.0,,,,1.0,,,,
2523,Aitheon,4.0,2.0,,0.0,,Votefor...,25352867,2018-04-20,2018-06-04,250000000.0,87500000.0,,AIC,Utility-token,0.0,1.0,2018-01-18,2018-01-31,,50000000.0,,,,0.0,1.0,0.0,0.0,,1259514.73415,-98.0099,1.0,,,,-98.0099
2524,Decentralend,4.0,1.0,3.0,0.0,,Votefor...,0,2018-04-20,2018-04-30,2000000.0,,,DLD,Utility-token,0.0,2.0,2018-04-02,2018-04-10,2018.0,500000.0,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2525,AdSigma(ADSi),4.0,2.0,2.0,0.0,,Votefor...,735917,2018-04-20,2018-05-20,,13587800.0,India,ADSi,Cryptocurrency,0.0,1.0,2018-04-05,2018-04-19,2017.0,,2850ETH,3.0,,4.0,1.0,0.0,0.0,,,,1.0,,0.051267383810985084,,
2526,Coin-Bet,4.0,2.0,,0.0,,Votefor...,0,2018-04-20,2018-05-31,,,Hong Kong,LOTC,Utility-token,0.0,3.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2527,GlobexSCI,4.0,1.0,,0.0,,Votefor...,0,2018-04-20,2018-05-25,200000000.0,35086200.0,Cyprus,GSI,Utility-token,0.0,2.0,2018-02-07,2018-03-07,,,3000,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2528,ProfytPro,4.0,0.0,,0.0,,Votefor...,0,2018-04-20,2018-05-20,6000000.0,,,PFTC,Cryptocurrency,0.0,2.0,2018-04-06,2018-04-20,,1200000.0,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2529,BitCQR,4.0,1.0,,0.0,,Votefor...,0,2018-04-20,2018-10-30,1000000000.0,10000000.0,,BCQR,Utility-token,0.0,4.0,,,,,1000000USD (fiat),7.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2530,Consentium,4.0,2.0,3.0,0.0,,Votefor...,42000000,2018-04-20,2018-04-30,168000000.0,42000000.0,Singapore,CSM,Utility-token,0.0,2.0,2018-03-31,2018-04-20,,,10000000USD (fiat),2.0,,0.0,1.0,0.0,0.0,10.82,,-75.8574,1.0,,,,-75.8574
2531,NewKindofNetwork,4.0,3.0,2.0,0.0,,Votefor...,17596008,2018-04-19,2018-04-19,,6835360.0,,NKN,,0.0,1.0,,,,,,,,0.0,1.0,0.0,0.0,1.68,17450456.3402,-86.8431,1.0,,,,-86.8431
2532,ySign,4.0,1.0,3.0,0.0,,Votefor...,680000,2018-04-19,2018-05-04,11600000.0,,,YSN,Utility-token,0.0,2.0,2018-03-21,2018-04-18,,40000000.0,,2.0,,0.0,1.0,0.0,0.0,,,,1.0,,0.008099652170685208,,
2533,CryptalDash,4.0,3.0,3.0,0.0,,Votefor...,15287911,2018-04-19,2018-06-19,500000000.0,,,CRD,Utility-token,0.0,1.0,2018-02-07,2018-03-07,,280000000.0,,,,0.0,1.0,0.0,0.0,,,-67.1799,1.0,,0.025495668352811213,,-67.1799
2534,CryptalDash,4.0,3.0,3.0,0.0,,Votefor...,15287911,2018-04-19,2018-06-19,500000000.0,,,CRD,Utility-token,0.0,1.0,2018-02-07,2018-03-07,,280000000.0,,,,0.0,1.0,0.0,0.0,,1776222.9159,8.23025,1.0,,0.025495668352811213,8.23025,
2535,Oris.Space,4.0,2.0,3.0,0.0,,Votefor...,0,2018-04-19,2018-07-07,82881477.0,,,ORGN,Utility-token,0.0,1.0,,,,,40000000,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2536,Blocksquare,4.0,2.0,3.0,0.0,,Votefor...,360,2018-04-18,2018-05-04,1200000.0,5000000.0,Slovenia,BST,Utility-token,0.0,1.0,,,,,,,,0.09091,1.0,0.0,0.0,,1297673.02568,3660.49,1.0,,0.7177078225447141,3660.49,
2537,Escape,4.0,1.0,,0.0,,Votefor...,0,2018-04-18,2018-05-18,35000000.0,1500000.0,,ET,Utility-token,0.0,3.0,2018-01-23,2018-02-23,,,200000,3.0,,0.0,1.0,0.0,0.0,,18171132168.3,5966.37,1.0,,,5966.37,
2538,WorldWi-Fi,4.0,3.0,1.0,0.0,,Votefor...,25000000,2018-04-18,2018-05-18,198000000.0,25000000.0,Singapore,WT,Utility-token,0.0,2.0,2017-11-28,2018-04-16,2017.0,60000000.0,3500000USD (fiat),7.0,,0.0,1.0,0.0,0.0,0.04,,-86.926,1.0,,,,-86.926
2539,Altumea,4.0,1.0,3.0,0.0,,Votefor...,0,2018-04-18,2018-04-28,10000000.0,20490600.0,Estonia,MEA,Utility-token,0.0,,2018-02-18,2018-04-08,,20000000.0,1000ETH,,1.0,0.0,1.0,0.0,0.0,,5550058.62909,-98.4647,1.0,,0.0,,-98.4647
2540,Altumea,4.0,1.0,3.0,0.0,,Votefor...,0,2018-04-18,2018-04-28,10000000.0,20490600.0,Estonia,MEA,Utility-token,0.0,,2018-02-18,2018-04-08,,20000000.0,1000ETH,,1.0,0.0,1.0,0.0,0.0,,5550058.62909,-98.4647,1.0,,0.0,,-98.4647
2541,MahraCoin,4.0,1.0,,0.0,,Votefor...,225720,2018-04-18,2018-06-18,7600000.0,,,MHRA,Cryptocurrency,0.0,3.0,2018-03-18,2018-04-18,,6840000.0,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2542,Kripton,4.0,2.0,3.0,0.0,,Votefor...,0,2018-04-18,2018-05-18,,52000000.0,Gibraltar,LPK,Utility-token,0.0,,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2543,ALAX,4.0,3.0,,0.0,,Votefor...,0,2018-04-17,2018-04-23,300000000.0,19323900.0,,ALX,Utility-token,0.0,6.666666666666668,,,,,,,,0.0,1.0,0.0,0.0,0.21,1697469.7173799996,-87.6783,1.0,,0.1930077721163053,,-87.6783
2544,ALAX,4.0,3.0,,0.0,,Votefor...,0,2018-04-17,2018-04-23,300000000.0,19323900.0,,ALX,Utility-token,0.0,6.666666666666668,,,,,,,,0.0,1.0,0.0,0.0,0.21,1697469.7173799996,-87.6783,1.0,,0.1930077721163053,,-87.6783
2545,RusGas,4.0,2.0,,0.0,,Votefor...,2207397,2018-04-17,2018-06-11,6000000000.0,60000000.0,,RGS,Utility-token,0.0,,2018-04-03,2018-04-16,,,2000000,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2546,Velix.ID,4.0,2.0,2.0,0.0,,Votefor...,2500000,2018-04-17,2018-05-15,35000000.0,23800000.0,Singapore,VXD,Utility-token,0.0,1.0,2018-01-26,2018-02-08,2017.0,,2500000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,0.3070067592932147,,
2547,Velix.ID,4.0,2.0,2.0,0.0,,Votefor...,2500000,2018-04-17,2018-05-15,35000000.0,23800000.0,Singapore,VXD,Utility-token,0.0,1.0,2018-01-26,2018-02-08,2017.0,,2500000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,0.3070067592932147,,
2548,ScrollNetwork,4.0,1.0,,0.0,,Votefor...,1000000,2018-04-17,2018-05-26,1000000000.0,11715200.0,United States,SCRL,Utility-token,0.0,1.0,,,2016.0,,2500ETH,,,0.0,1.0,0.0,0.0,,18603003.5537,16.2725,1.0,,0.5309832183425833,16.2725,
2549,GasCompressorCoin,4.0,1.0,,0.0,,Votefor...,0,2018-04-17,2018-05-27,20000000.0,35000000.0,Estonia,GASC,Utility-token,0.0,5.333333333333333,,,,,,2.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2550,Bpay.io,4.0,1.0,,0.0,,Votefor...,0,2018-04-17,2018-05-15,540000000.0,,,BUY,Utility-token,0.0,4.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2551,COINANX,4.0,1.0,3.0,0.0,,Votefor...,0,2018-04-17,2018-05-07,,4000000.0,Australia,ANX,Utility-token,0.0,3.0,,,2017.0,,1000000,,,0.0,0.0,1.0,0.0,,,,1.0,,,,
2552,Flux,4.0,3.0,2.0,0.0,,Votefor...,2854554,2018-04-17,2018-05-31,,20000000.0,Estonia,FLUX,Utility-token,0.0,8.333333333333334,2017-12-09,2017-12-30,,,1500000,1.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2553,SBCPlatform,4.0,1.0,,0.0,,Votefor...,0,2018-04-17,2018-09-27,12013889.0,11000000.0,Switzerland,SBCE,Utility-token,0.0,1.0,2018-03-15,2018-04-16,,,5000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2554,PlayBunk,4.0,0.0,,0.0,,Votefor...,2800000,2018-04-16,2018-05-30,355200000.0,30000000.0,,BUNK,Utility-token,0.0,3.0,2018-03-26,2018-04-15,,,3000000,9.0,,0.0,1.0,0.0,0.0,,,,1.0,,0.051558804558159546,,
2555,Bonkers,4.0,2.0,2.0,0.0,,Votefor...,0,2018-04-16,2018-06-16,418333333.0,24930000.0,,BNKR,Utility-token,0.0,4.0,2018-03-16,2018-04-16,,81000000.0,2492800USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2556,AvantGardeRatings,4.0,1.0,,0.0,,Votefor...,2754100,2018-04-16,2018-04-30,150000000.0,7000000.0,,AVG,Utility-token,0.0,1.0,2018-04-09,2018-04-15,,,1000000,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2557,redBUX,4.0,2.0,3.0,0.0,,Votefor...,0,2018-04-16,2018-05-15,9100000000.0,,Germany,BUX,Utility-token,0.0,3.0,2018-03-22,2018-04-15,2014.0,3900000000.0,,9.0,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2558,Movieschain,4.0,2.0,,0.0,,Votefor...,0,2018-04-16,2018-07-16,70000000.0,30000000.0,Russian Federation,ZVR,Utility-token,0.0,2.0,,,2009.0,,5000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2559,Movieschain,4.0,2.0,,0.0,,Votefor...,0,2018-04-16,2018-07-16,70000000.0,30000000.0,Russian Federation,ZVR,Utility-token,0.0,2.0,,,2009.0,,5000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2560,ZoneXeSportsPlatform(ZNX),4.0,1.0,,0.0,,Votefor...,0,2018-04-16,2018-05-06,,,,ZNX,,0.0,,2018-03-19,2018-04-08,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2561,iP2PGlobal,4.0,1.0,,0.0,,Votefor...,0,2018-04-16,2018-04-30,80000000.0,31491900.0,,TWQ,Utility-token,0.0,1.0,2018-02-19,2018-04-15,,155000000.0,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2562,Market.space,4.0,3.0,2.0,0.0,,Votefor...,15200000,2018-04-16,2018-06-30,,50000000.0,,MASP,Utility-token,0.0,7.333333333333332,,,,,15000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,0.053228735441743086,,
2563,AlphaMarket,4.0,1.0,3.0,0.0,,Votefor...,0,2018-04-16,2018-10-01,599999999.0,24000000.0,,AMC,Utility-token,0.0,1.0,,,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2564,CodeCoin,4.0,1.0,4.0,0.0,,Votefor...,0,2018-04-16,2018-08-15,300000000.0,210930.0,,CODE,Utility-token,0.0,1.0,2018-02-16,2018-04-15,,,,,,0.0,1.0,0.0,0.0,,3504655.6370800002,64.1908,1.0,,,64.1908,
2565,CodeCoin,4.0,1.0,4.0,0.0,,Votefor...,0,2018-04-16,2018-08-15,300000000.0,210930.0,,CODE,Utility-token,0.0,1.0,2018-02-16,2018-04-15,,,,,,0.0,1.0,0.0,0.0,,3504655.6370800002,64.1908,1.0,,,64.1908,
2566,OpenProductDatabase,4.0,1.0,,0.0,,Votefor...,2499299,2018-04-16,2018-05-28,50000000.0,14080800.0,Lithuania,OPDB,Utility-token,0.0,1.0,2018-02-01,2018-03-15,,2500000.0,1000ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2567,TheDealCoin,4.0,2.0,2.0,0.0,,Votefor...,0,2018-04-16,2018-07-27,650000000.0,50000000.0,Gibraltar,DLSD,Utility-token,0.0,5.0,2018-03-26,2018-04-16,,,5000000USD (fiat),,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2568,GPNCoin,4.0,3.0,,0.0,,Votefor...,0,2018-04-16,2018-06-15,120000000.0,,Israel,GPN,Utility-token,0.0,6.333333333333332,2018-02-13,2018-04-15,,120000000.0,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2569,GPNCoin,4.0,3.0,,0.0,,Votefor...,0,2018-04-16,2018-06-15,120000000.0,,Israel,GPN,Utility-token,0.0,6.333333333333332,2018-02-13,2018-04-15,,120000000.0,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2570,Empowr(EMPR),4.0,2.0,,0.0,,Votefor...,0,2018-04-16,2018-06-30,500000000.0,,,EMPR,Cryptocurrency,1.0,,2018-04-01,2018-04-15,,,,,,1.0,1.0,0.0,0.0,,44530.206911,-100.0,1.0,,,,-100.0
2571,Globatalent,4.0,2.0,2.0,0.0,,Votefor...,17500000,2018-04-16,2018-05-06,500000000.0,35000000.0,,GBT,Security,0.0,3.0,,,,,15000000USD (fiat),,,0.0,1.0,0.0,0.0,,867385.832411,-32.7654,1.0,,0.17974816959238898,,-32.7654
2572,TukTukPass(TTP-A),3.0,1.0,,0.0,,Votefor...,0,2018-04-16,2019-09-30,700000000.0,,,TTP-A,Utility-token,0.0,5.0,2018-01-25,2018-02-13,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2573,Taskfair,4.0,1.0,2.0,0.0,,Votefor...,0,2018-04-16,2018-05-16,150000000.0,15000000.0,United States,TFT,Utility-token,0.0,3.0,2018-03-15,2018-04-15,2015.0,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2574,mCoin,4.0,3.0,,0.0,,Votefor...,0,2018-04-16,2018-06-16,788231580.0,23600000.0,United Kingdom,MCN,Cryptocurrency,0.0,1.0,,,2012.0,,,3.0,,0.0,0.0,0.0,1.0,,,,1.0,,,,
2575,mCoin,4.0,3.0,,0.0,,Votefor...,0,2018-04-16,2018-06-16,788231580.0,23600000.0,United Kingdom,MCN,Cryptocurrency,0.0,1.0,,,2012.0,,,3.0,,0.0,0.0,0.0,1.0,,,,1.0,,,,
2576,JointEDU,4.0,1.0,3.0,0.0,,Votefor...,0,2018-04-16,2018-05-31,139000000.0,16900000.0,,JOI,Utility-token,0.0,2.0,2018-03-01,2018-04-15,,50000000.0,2970000USD (fiat),,,0.0,1.0,0.0,0.0,,33716.4811356,-67.6111,1.0,,0.0,,-67.6111
2577,EpigenCare,4.0,1.0,,0.0,,Votefor...,0,2018-04-16,2018-07-31,60000000.0,20000000.0,,EPIC,Utility-token,0.0,,2018-03-19,2018-04-15,,,,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
2578,RLcoin,4.0,1.0,,0.0,,Votefor...,0,2018-04-16,2018-05-16,8000000000.0,5653760.0,Singapore,RLO,Cryptocurrency,0.0,3.0,2018-03-26,2018-04-15,2017.0,3000000000.0,3000ETH,,,0.0,1.0,0.0,0.0,,,,1.0,,,,
